trip_distance_km,trip_duration_min,base_fare,tolls,passenger_count,total_fare,trip_distance_km trip_duration_min,trip_distance_km base_fare,trip_distance_km tolls,trip_distance_km passenger_count,trip_distance_km total_fare,trip_duration_min base_fare,trip_duration_min tolls,trip_duration_min passenger_count,trip_duration_min total_fare,base_fare tolls,base_fare passenger_count,base_fare total_fare,tolls passenger_count,tolls total_fare,passenger_count total_fare
0.4034482758620689,0.7105263157894737,0.15200000000000008,0.869,0.6666666666666666,0.4810194842976144,0.28666061705989104,0.0613241379310345,0.35059655172413784,0.26896551724137924,0.19406648159593404,0.10800000000000005,0.6174473684210526,0.47368421052631576,0.3417770020009365,0.13208800000000007,0.10133333333333339,0.07311496161323743,0.5793333333333333,0.41800593185462687,0.32067965619840955
0.8268965517241378,0.8508771929824561,0.632,0.09700000000000003,0.33333333333333337,0.6316337198026498,0.7035874168179067,0.5225986206896551,0.0802089655172414,0.27563218390804595,0.5222957448575014,0.5377543859649123,0.08253508771929827,0.28362573099415206,0.5374427264987459,0.06130400000000002,0.2106666666666667,0.3991925109152747,0.032333333333333346,0.061268470820857054,0.21054457326754997
0.06999999999999995,0.40350877192982454,0.6160000000000001,0.12500000000000006,0.6666666666666666,0.4506692021324402,0.0282456140350877,0.04311999999999998,0.008749999999999997,0.046666666666666634,0.031546844149270795,0.24856140350877196,0.05043859649122809,0.26900584795321636,0.1818489762990548,0.07700000000000004,0.41066666666666674,0.2776122285135832,0.08333333333333337,0.056333650266555055,0.3004461347549601
0.2555172413793103,0.9210526315789473,0.12400000000000005,0.11600000000000005,0.0,0.4656174757924512,0.23534482758620687,0.031684137931034494,0.029640000000000007,0.0,0.11897329295248493,0.11421052631578953,0.10684210526315793,0.0,0.428858201387784,0.014384000000000013,0.0,0.057736566998263975,0.0,0.054011627191924365,0.0
0.6468965517241378,0.25438596491228066,0.4480000000000001,0.89,0.33333333333333337,0.371578185533654,0.16456140350877188,0.28980965517241386,0.5757379310344827,0.21563218390804598,0.24037264691763272,0.11396491228070177,0.2264035087719298,0.0847953216374269,0.09452427526733302,0.39872000000000013,0.1493333333333334,0.16646702711907704,0.2966666666666667,0.3307045851249521,0.12385939517788469
0.09793103448275853,0.5087719298245613,0.6519999999999999,0.9849999999999999,0.33333333333333337,0.4067719641818156,0.049824561403508716,0.06385103448275856,0.09646206896551714,0.032643678160919516,0.0398355992509088,0.3317192982456139,0.5011403508771929,0.1695906432748538,0.20695415721530966,0.6422199999999998,0.21733333333333332,0.26521532064654374,0.3283333333333333,0.40067038471908833,0.1355906547272719
0.32551724137931026,0.6578947368421052,0.8160000000000001,0.8039999999999998,0.0,0.440300660829419,0.21415607985480936,0.2656220689655172,0.2617158620689654,0.0,0.1433254564906798,0.5368421052631579,0.5289473684210525,0.0,0.2896714873877756,0.6560639999999999,0.0,0.35928533923680595,0.0,0.3540017313068528,0.0
0.07620689655172408,0.7719298245614035,0.024000000000000077,0.056000000000000105,0.33333333333333337,0.9785278215334836,0.05882637628554139,0.0018289655172413837,0.004267586206896557,0.025402298850574694,0.0745705684685861,0.01852631578947374,0.04322807017543868,0.2573099415204679,0.7553548096047943,0.0013440000000000069,0.008000000000000026,0.023484667716803683,0.018666666666666703,0.054797558005875185,0.3261759405111612
0.25793103448275856,0.8157894736842105,0.384,0.784,0.6666666666666666,0.47647835156881946,0.21041742286751355,0.09904551724137929,0.2022179310344827,0.1719540229885057,0.12289855412878513,0.31326315789473685,0.639578947368421,0.5438596491228069,0.38870602364824747,0.301056,0.256,0.1829676870024267,0.5226666666666666,0.37355902762995447,0.31765223437921297
0.9817241379310343,0.8859649122807017,0.5840000000000001,0.4620000000000001,0.9999999999999999,0.7244620413337685,0.8697731397459163,0.5733268965517241,0.45355655172413795,0.9817241379310342,0.7112218729921512,0.5174035087719299,0.40931578947368424,0.8859649122807016,0.6418479489009703,0.2698080000000001,0.584,0.4230858321389208,0.462,0.3347014630962011,0.7244620413337683
0.46862068965517234,0.631578947368421,0.06800000000000006,0.9189999999999999,0.33333333333333337,0.47061272179412583,0.29597096188747724,0.03186620689655175,0.4306624137931033,0.15620689655172412,0.220538858247661,0.042947368421052665,0.5804210526315788,0.2105263157894737,0.29722908744892157,0.06249200000000005,0.02266666666666669,0.032001665082000585,0.30633333333333335,0.4324930913288016,0.15687090726470862
0.8275862068965516,0.8157894736842105,0.6719999999999999,0.8759999999999999,0.0,0.7528062781159977,0.67513611615245,0.5561379310344826,0.7249655172413791,0.0,0.623012092233929,0.5482105263157894,0.7146315789473683,0.0,0.6141314374104191,0.5886719999999999,0.0,0.5058858188939503,0.0,0.6594582996296139,0.0
0.7906896551724136,0.9035087719298245,0.9440000000000002,0.15100000000000002,0.6666666666666666,0.6524094020368871,0.7143950393224439,0.7464110344827586,0.11939413793103448,0.5271264367816091,0.5158533651277869,0.8529122807017545,0.1364298245614035,0.6023391812865496,0.5894576176298191,0.14254400000000006,0.6293333333333334,0.6158744755228216,0.10066666666666668,0.09851381970756998,0.43493960135792475
0.7079310344827585,0.0789473684210526,0.632,0.15400000000000008,0.33333333333333337,0.26376412599751176,0.05588929219600723,0.44741241379310337,0.10902137931034486,0.23597701149425288,0.18672681057685916,0.04989473684210524,0.012157894736842107,0.026315789473684202,0.0208234836313825,0.09732800000000005,0.2106666666666667,0.16669892763042743,0.05133333333333336,0.04061967540361683,0.08792137533250392
0.1951724137931034,0.017543859649122806,0.956,0.879,0.6666666666666666,0.3104212373640616,0.003424077434966726,0.18658482758620684,0.1715565517241379,0.1301149425287356,0.0605856621889858,0.016771929824561403,0.015421052631578946,0.011695906432748537,0.005445986620422133,0.840324,0.6373333333333333,0.29676270292004286,0.586,0.27286026764301013,0.20694749157604103
0.40724137931034476,0.7105263157894737,0.524,0.30100000000000005,0.33333333333333337,0.4463176616950725,0.28935571687840284,0.21339448275862066,0.12257965517241379,0.1357471264367816,0.18175902015926915,0.3723157894736842,0.2138684210526316,0.2368421052631579,0.31712044383597254,0.15772400000000003,0.1746666666666667,0.233870454728218,0.10033333333333336,0.13434161617021684,0.1487725538983575
0.2286206896551724,0.7982456140350876,0.46,0.849,0.33333333333333337,0.4656174757924512,0.1824954627949183,0.1051655172413793,0.19409896551724137,0.07620689655172415,0.10644978843117074,0.36719298245614035,0.6777105263157894,0.26608187134502925,0.37167710786941277,0.39054,0.15333333333333335,0.21418403886452758,0.28300000000000003,0.3953092369477911,0.15520582526415042
